name,serviceCode,startDate,rateCents
"Customer C-33225","SW-RO-10YD","10/04/2023",28074
"Customer C-31386","SW-RES-1-M","27-Dec-21",60447
"Customer C-42159","NOPE-1","2019-02-28",47702
"Customer C-38087","SW-COMM-6YD","10/17/2021",14467
"Customer C-14540","SW-RO-30YD","11-Apr-22",52902
"Customer C-24097","SW-RO-20YD","01/21/2020",37250
"Customer C-07975","SW-FL-6YD","2024-11-11",12553
"Customer C-25888","SW-ROLLOFF-30YD","07/08/2024",49454
"Customer C-11605","SW-COMM-6YD","05/27/2019",14591
"Customer C-32529","SW-FL-8YD","06/16/2024",16314
"Customer C-06767","SW-RO-30","10/03/22",49997
"Customer C-36616","SW-COMM-2YD","2024-07-17",4841
"Customer C-42189","SW-COMM-4","2024-05-06",7710
"Customer C-09854","SW-FL-4YD","2020-10-06",10021
"Customer C-35196","SW-FL-8YD","03/10/19",16726
"Customer C-24450","SW-COMM-4","03-Feb-21",11807
"Customer C-16700","SW-RO-10","01/06/24",30630
"Customer C-03956","SW-RO-30","2019-05-07",51087
"Customer C-44880","SW-RO-40","12/25/2022",64746
"Customer C-19472","SW-COMM-6YD","11/26/19",14410
"Customer C-18995","SW-RO-30","12/02/21",54811
"Customer C-11939","SW-COMM-2YD","01/09/2023",12138
"Customer C-41682","SW-RO-30YD","08-May-24",51576
"Customer C-43145","LEGACY-CODE","12-Nov-19",44523
"Customer C-40006","SW-COMM-4","09/04/2020",9458
"Customer C-02106","SW-FL-8YD","07/13/20",21893
"Customer C-10262","SW-ROLLOFF-30YD","2020-10-03",50351
"Customer C-30048","SW-ROLLOFF-20YD","12/22/2023",42288
"Customer C-31349","SW-COMM-2YD","02/02/2022",10851
"Customer C-11191","SW-COMM-6","11/08/2023",10674
"Customer C-02390","SW-RO-30","01/16/2021",45539
"Customer C-24809","SW-COMM-4YD","2023-03-19",7149
"Customer C-40783","SW-RO-30YD","08-Dec-22",47101
"Customer C-29136","SW-COMM-8YD","2022-07-19",22427
"Customer C-40123","SW-COMM-XX","08/24/2023",32644
"Customer C-35673","SW-COMM-2","01/12/2019",5008
"Customer C-15895","SW-FL-8YD","05/13/19",16307
"Customer C-28193","OLD-SVC-7","2023-12-21",17788
"Customer C-42021","SW-COMM-4","11-Apr-19",14174
"Customer C-29485","SW-RO-30","10/16/22",50178
"Customer C-13897","SW-ROLLOFF-40YD","10/03/2020",63090
"Customer C-10021","SW-FL-8YD","04/09/2024",19065
"Customer C-13213","SW-COMM-2","08-May-19",12479
"Customer C-07615","SW-ROLLOFF-40YD","02/01/2022",59045
"Customer C-27899","SW-FL-6YD","23-Jan-19",17861
"Customer C-16955","SW-RO-30","10-Apr-21",51459
"Customer C-27533","SW-ROLLOFF-30YD","08-Feb-20",51751
"Customer C-31282","SW-ROLLOFF-40YD","08/04/2024",57031
"Customer C-42434","SW-RO-40YD","07-Jul-21",57162
"Customer C-37047","SW-COMM-4","2020-03-19",8439
"Customer C-11969","SW-RO-10YD","02-Jan-21",27663
"Customer C-33271","SW-ROLLOFF-20YD","2023-02-23",40521
"Customer C-36255","SW-ROLLOFF-40YD","03/06/2024",62826
"Customer C-14134","SW-FL-4YD","19-Nov-22",13404
"Customer C-28830","OLD-SVC-7","03/13/2022",28870
"Customer C-26296","SW-ROLLOFF-20YD","2021-01-07",38308
"Customer C-37298","SW-RO-40YD","11/15/2024",56048
"Customer C-25640","SW-RO-30YD","10/18/22",48398
"Customer C-30478","SW-RO-20YD","23-Feb-23",36950
"Customer C-37396","SW-COMM-4YD","12/04/2019",14884
"Customer C-40458","SW-RO-20","2024-04-28",38470
"Customer C-14691","SW-RO-20YD","06/24/21",40224
"Customer C-14143","SW-ROLLOFF-30YD","20-Aug-20",49925
"Customer C-03468","SW-COMM-2YD","05/09/2024",12716
"Customer C-41542","SW-COMM-8YD","2024-09-16",16931
"Customer C-34227","SW-COMM-6YD","2023-02-08",19244
"Customer C-40768","SW-RO-30YD","24-Dec-23",53751
"Customer C-05690","SW-FL-6YD","2024-03-24",12546
"Customer C-00392","SW-FL-4YD","11/27/2022",12738
"Customer C-02488","SW-ROLLOFF-20YD","22-Oct-19",44423
"Customer C-24555","SW-COMM-8","2020-01-16",21116
"Customer C-09091","SW-ROLLOFF-20YD","2022-06-15",38252
"Customer C-11544","SW-COMM-2YD","2019-05-20",5238
"Customer C-00075","SW-COMM-4","08-Dec-23",9683
"Customer C-07564","SW-ROLLOFF-40YD","2019-10-15",62091
"Customer C-07054","SW-RO-40YD","2023-10-20",62283
"Customer C-00890","SW-COMM-8","2022-01-23",14298
"Customer C-39795","SW-FL-4YD","21-Feb-23",8349
"Customer C-36971","SW-RO-30YD","06-Feb-20",47999
"Customer C-11503","SW-COMM-8YD","09/07/2024",13815
"Customer C-24386","SW-COMM-4YD","2023-07-12",13388
"Customer C-23354","SW-RO-40","13-Oct-21",55438
"Customer C-39757","SW-COMM-8","21-Apr-23",20826
"Customer C-06450","SW-ROLLOFF-40YD","07/11/24",61616
"Customer C-24780","SW-ROLLOFF-40YD","10/08/19",64127
"Customer C-23140","SW-RO-20","04/11/2023",40326
"Customer C-08248","SW-RO-40","09/06/19",57907
"Customer C-26980","SW-FL-4YD","12/15/2020",15792
"Customer C-03954","SW-FL-2YD","03/26/2024",6691
"Customer C-06805","SW-ROLLOFF-10YD","07/20/2019",31081
"Customer C-24914","SW-RO-30","08-Sep-19",48690
"Customer C-12406","SW-RO-40YD","08/17/2022",64786
"Customer C-00393","SW-ROLLOFF-20YD","15-Dec-23",44386
"Customer C-06634","SW-RES-1-M","01-Dec-20",26757
"Customer C-21977","SW-COMM-4","2023-08-19",15897
"Customer C-43340","SW-COMM-4YD","03/01/19",10151
"Customer C-35820","SW-RES-1-M","10-Jun-20",45375
"Customer C-43714","SW-FL-2YD","12/05/2020",11393
"Customer C-17401","SW-RO-40","27-Aug-21",57214
"Customer C-32003","SW-RO-10","01-May-19",29744
"Customer C-15626","SW-FL-8YD","2022-09-18",20405
"Customer C-34463","SW-ROLLOFF-10YD","03/01/20",32954
"Customer C-26941","SW-ROLLOFF-10YD","11/12/2023",31954
"Customer C-04738","SW-RO-20","2023-06-11",36959
"Customer C-28017","SW-COMM-6YD","07/06/2020",17991
"Customer C-05224","SW-FL-4YD","2024-02-07",16683
"Customer C-40822","SW-RO-30YD","2021-11-06",50111
"Customer C-43894","SW-RO-20YD","04/24/22",43693
"Customer C-41222","SW-RO-10","14-Jun-21",27368
"Customer C-06538","SW-RO-10","2019-07-18",26740
"Customer C-38194","SW-RO-40","07/13/2021",61821
"Customer C-21970","SW-ROLLOFF-20YD","03-Nov-19",35771
"Customer C-02738","SW-RES-1-BW","08/13/2022",25176
"Customer C-24060","SW-COMM-4","08/26/2019",13729
"Customer C-11996","SW-RO-30YD","11/23/2019",50424
"Customer C-23638","SW-RO-30","01/07/2024",45333
"Customer C-33003","SW-RO-40YD","19-May-20",64986
"Customer C-32855","SW-COMM-8YD","11/25/2020",19176
"Customer C-08403","SW-RES-1-M","2019-05-26",64995
"Customer C-29069","SW-COMM-4","16-Nov-19",9840
"Customer C-14854","SW-RO-30YD","12/07/2019",46488
"Customer C-36035","SW-FL-2YD","06/27/2023",5070
"Customer C-02003","SW-RO-20YD","05/28/20",39902
"Customer C-19820","SW-RES-1-W","10/11/2022",63284
"Customer C-12756","SW-RES-1-W","01/15/19",47105
"Customer C-37436","SW-FL-8YD","04/04/2020",17290
"Customer C-42116","SW-COMM-6YD","11/14/2021",19804
"Customer C-31149","SW-COMM-8","11/12/2022",20426
"Customer C-14634","SW-ROLLOFF-10YD","09/20/2022",25351
"Customer C-38233","SW-RO-30","12-Apr-20",54683
"Customer C-32506","SW-COMM-2YD","2022-03-13",9003
"Customer C-17833","SW-FL-8YD","12/07/2024",18497
"Customer C-28679","SW-ROLLOFF-40YD","12/09/2019",63552
"Customer C-40859","SW-COMM-8","02/08/2024",13380
"Customer C-20867","NOPE-1","09/17/2021",12317
"Customer C-34091","SW-RO-30YD","04/23/2020",54992
"Customer C-40820","SW-ROLLOFF-30YD","2023-09-01",50609
"Customer C-11814","OLD-SVC-7","09-Feb-20",40355
"Customer C-21486","SW-COMM-8","2019-09-17",21768
"Customer C-11343","SW-RES-1-BW","07/07/22",16600
"Customer C-22444","SW-ROLLOFF-40YD","10/11/2019",55724
"Customer C-01544","SW-COMM-6","08/06/23",10858
"Customer C-35776","SW-RES-1-W","2022-12-05",53224
"Customer C-44904","SW-RO-20YD","08/27/23",42473
"Customer C-38037","SW-RO-40","07/03/23",63199
"Customer C-27073","SW-RO-30YD","2022-07-01",52628
"Customer C-04630","SW-FL-2YD","09/11/2021",8561
"Customer C-01075","SW-RES-1-M","09/22/21",27372
"Customer C-13676","SW-ROLLOFF-20YD","09/28/22",38991
"Customer C-41419","SW-RO-20","2023-04-12",38208
"Customer C-19734","SW-RO-40YD","2019-09-23",60303
"Customer C-29367","SW-COMM-8YD","07-Jun-23",18162
"Customer C-16748","SW-FL-6YD","07/19/2021",14000
"Customer C-04348","SW-ROLLOFF-20YD","05/26/2019",36049
"Customer C-22873","SW-RO-40YD","2020-04-25",61389
"Customer C-25318","SW-ROLLOFF-20YD","01-Dec-21",39366
"Customer C-16904","SW-RES-1-M","2019-10-25",18355
"Customer C-02166","SW-FL-8YD","2023-09-18",21316
"Customer C-24492","SW-COMM-6","25-Nov-21",10501
"Customer C-30129","SW-ROLLOFF-30YD","01/20/2019",53004
"Customer C-18549","SW-RES-1-BW","04-Apr-21",13290
"Customer C-00688","SW-RO-20","07/25/2021",37075
"Customer C-23458","SW-ROLLOFF-40YD","07-Nov-20",63436
"Customer C-43640","SW-RO-30","03/07/2021",45759
"Customer C-38963","SW-FL-4YD","11/10/21",12681
"Customer C-00516","SW-FL-2YD","06/06/2023",4498
"Customer C-21019","SW-RES-1-BW","08/01/19",53805
"Customer C-24342","SW-COMM-4","03/15/22",12270
"Customer C-28307","SW-FL-6YD","2024-07-18",19982
"Customer C-27986","SW-COMM-6","11-Dec-23",19777
"Customer C-15802","SW-COMM-2YD","2021-11-02",4675
"Customer C-09045","SW-RO-10","03/25/2021",33626
"Customer C-33901","SW-RES-1-W","2024-05-26",36651
"Customer C-05836","SW-XX-99YD","2023-12-14",62078
"Customer C-17550","SW-COMM-8YD","01/25/21",16308
"Customer C-24688","SW-RO-20YD","2020-12-17",42074
"Customer C-07011","SW-RO-40YD","03/22/2022",55491
"Customer C-02064","SW-RO-20","27-Jan-22",35122
"Customer C-06609","SW-ROLLOFF-10YD","02/04/21",27633
"Customer C-07057","SW-COMM-8YD","02/21/23",19229
"Customer C-07495","SW-RO-30YD","05-Jun-19",46370
"Customer C-03119","SW-COMM-4YD","01/02/21",12409
"Customer C-20891","SW-RO-20","11/21/2020",38966
"Customer C-32902","SW-RO-10YD","2021-11-17",30642
"Customer C-28660","SW-FL-6YD","2024-06-02",14667
"Customer C-12582","SW-COMM-4","10/04/2020",12061
"Customer C-28818","SW-FL-2YD","01/16/24",7422
"Customer C-29883","SW-FL-8YD","12/25/2020",20681
"Customer C-21382","SW-COMM-8YD","04/19/2021",20720
"Customer C-03314","SW-RO-20","2024-07-13",40266
"Customer C-43010","SW-FL-2YD","09/17/2020",8697
"Customer C-21689","SW-FL-6YD","04/23/2024",17992
"Customer C-44032","SW-RO-30","05/11/21",54541
"Customer C-28505","SW-FL-4YD","12/27/2021",7954
"Customer C-26860","SW-ROLLOFF-40YD","11/21/22",63707
"Customer C-30075","SW-ROLLOFF-20YD","2022-09-11",40860
"Customer C-24889","SW-RES-1-M","07/17/2023",27383
"Customer C-10783","SW-ROLLOFF-30YD","07-Apr-20",49811
"Customer C-33543","SW-COMM-4","08/12/2022",13283
"Customer C-26607","SW-RO-40","09/26/19",63404
"Customer C-27156","SW-ROLLOFF-10YD","05/15/23",30023
"Customer C-10290","SW-RO-30YD","02/02/24",47277
"Customer C-10264","SW-RES-1-M","09/16/2024",12529
"Customer C-13178","SW-RO-30YD","04/28/2021",51758
"Customer C-25609","SW-COMM-2YD","10/22/21",9231
"Customer C-28698","SW-FL-6YD","06/15/2020",18434
"Customer C-17399","SW-ROLLOFF-10YD","2019-09-15",28842
"Customer C-10298","SW-COMM-8","22-Mar-23",16877
"Customer C-19205","SW-COMM-XX","06/28/22",48652
"Customer C-31810","SW-RES-1-BW","02/08/24",27254
"Customer C-12340","SW-ROLLOFF-30YD","12/18/2023",45842
"Customer C-35093","SW-FL-8YD","11/16/2019",19638
"Customer C-43625","SW-RO-40","09/14/2022",55700
"Customer C-44907","SW-COMM-6YD","05/12/2021",14031
"Customer C-19992","SW-FL-2YD","21-Apr-20",7476
"Customer C-00288","SW-FL-6YD","2022-06-10",14074
"Customer C-35008","SW-RO-20YD","2020-09-08",36053
"Customer C-29564","SW-RO-40","04/11/20",64526
"Customer C-06339","SW-COMM-6","12/23/22",19011
"Customer C-23388","SW-RO-40","07/19/2022",56899
"Customer C-33444","NOPE-1","02/22/2023",21314
"Customer C-41433","SW-RO-40YD","08/27/2019",60251
"Customer C-40893","SW-RES-1-BW","2020-11-24",49827
"Customer C-39955","SW-RO-40","02/09/24",61111
"Customer C-33505","SW-ROLLOFF-30YD","06/06/2024",50685
"Customer C-41674","SW-RES-1-BW","14-May-24",57748
"Customer C-33355","SW-RES-1-M","11/28/2022",10170
"Customer C-01682","SW-ROLLOFF-40YD","2024-07-17",63800
"Customer C-02201","SW-RES-1-BW","09/15/23",5492
"Customer C-43782","SW-COMM-2YD","2023-02-10",10701
"Customer C-02677","SW-RO-10","14-Jun-24",32350
"Customer C-10950","SW-COMM-6YD","19-Dec-21",17820
"Customer C-34148","SW-FL-2YD","2021-01-02",4812
"Customer C-33180","SW-ROLLOFF-30YD","07/11/2021",49933
"Customer C-00117","SW-COMM-6YD","04/27/2023",12226
"Customer C-06820","SW-FL-2YD","03/08/2021",6386
"Customer C-43245","SW-ROLLOFF-20YD","28-Aug-21",35003
"Customer C-12447","SW-COMM-8","01/25/2019",15966
"Customer C-42689","SW-COMM-2","02/19/2019",11152
"Customer C-27900","SW-RO-20","04/17/2024",38607
"Customer C-42266","SW-ROLLOFF-40YD","2022-08-09",62446
"Customer C-34721","SW-RO-20YD","08/17/22",36755
"Customer C-16266","SW-ROLLOFF-20YD","06/15/2023",39549
"Customer C-32279","SW-ROLLOFF-20YD","03-Jun-19",37323
"Customer C-23178","SW-ROLLOFF-30YD","2021-10-22",51367
"Customer C-16488","SW-RO-20YD","06-May-23",44734
"Customer C-20749","SW-RO-40YD","2022-01-10",63545
"Customer C-03629","SW-COMM-XX","2021-12-24",10173
"Customer C-44940","SW-RO-30","11/26/2019",47623
"Customer C-20406","SW-ROLLOFF-30YD","11/23/2020",47811
"Customer C-27033","SW-FL-8YD","25-Feb-19",18725
"Customer C-29651","SW-COMM-8YD","2020-05-10",13220
"Customer C-12007","SW-RO-10","01/23/23",33406
"Customer C-40935","SW-ROLLOFF-20YD","11-Jul-21",44938
"Customer C-09672","SW-RO-40","12/03/2023",55479
"Customer C-28181","SW-RO-10","03/19/2021",29196
"Customer C-33969","SW-COMM-8YD","05/09/21",15184
"Customer C-34563","SW-COMM-6","10/24/21",18413
"Customer C-08612","SW-RO-40YD","04/15/24",60280
"Customer C-31112","SW-COMM-6YD","05/20/23",15048
"Customer C-25036","SW-FL-8YD","08-Jul-23",19901
"Customer C-22590","SW-COMM-8","2023-10-17",13157
"Customer C-08217","SW-ROLLOFF-30YD","2020-04-21",45695
"Customer C-16551","SW-RO-30","2019-10-04",46869
"Customer C-22152","SW-ROLLOFF-40YD","02/04/2020",60527
"Customer C-11456","SW-COMM-4","2024-05-28",13091
"Customer C-09398","OLD-SVC-7","2021-05-15",5267
"Customer C-38345","SW-COMM-4","03/16/23",11472
"Customer C-24259","SW-RO-10YD","07/01/2024",26482
"Customer C-29281","SW-COMM-2YD","09/13/2021",7315
"Customer C-09544","SW-RO-30YD","06/02/2024",54805
"Customer C-16205","SW-RO-10","14-Feb-19",27431
"Customer C-21031","SW-COMM-4","2023-11-28",16205
"Customer C-04785","SW-COMM-4","25-Jun-21",8444
"Customer C-24784","SW-ROLLOFF-30YD","01/10/2024",49168
"Customer C-16158","SW-COMM-6YD","17-Jun-19",17433
"Customer C-36087","SW-RO-40YD","09/28/2019",58632
"Customer C-15862","SW-FL-8YD","06/07/2023",19016
"Customer C-05547","SW-FL-4YD","2023-10-17",15452
"Customer C-15582","SW-ROLLOFF-30YD","01/20/24",53497
"Customer C-09605","SW-RO-10YD","12/26/19",32944
"Customer C-17144","SW-COMM-4","05/08/22",10288
"Customer C-21881","SW-RES-1-M","12/07/21",7228
"Customer C-12994","SW-COMM-8YD","04/05/2024",19320
"Customer C-21551","SW-COMM-4YD","08/10/2021",9903
"Customer C-32929","SW-RO-10","21-Dec-23",29783
"Customer C-36229","SW-FL-6YD","05/18/2020",17520
"Customer C-38408","SW-RES-1-W","24-Feb-23",8479
"Customer C-02642","SW-RES-1-W","02/23/2020",16776
"Customer C-39310","SW-RO-40YD","02/21/2024",55322
"Customer C-26787","SW-RO-40","2023-11-17",55171
"Customer C-35374","SW-RO-20","2019-03-26",41204
"Customer C-15384","SW-RES-1-W","12/27/2021",39230
"Customer C-09128","SW-RO-10YD","2019-03-12",26317
"Customer C-35475","SW-RO-20","12/08/2022",40170
"Customer C-26491","SW-RO-10YD","18-Aug-23",29461
"Customer C-19474","SW-ROLLOFF-40YD","05/05/2021",56325
"Customer C-17036","SW-RO-40","2019-11-27",62598
"Customer C-36627","SW-ROLLOFF-20YD","2024-08-15",39928
"Customer C-36753","LEGACY-CODE","05/18/22",43731
"Customer C-12865","SW-FL-8YD","2022-02-07",19209
"Customer C-14847","SW-ROLLOFF-10YD","07/24/2020",34130
"Customer C-17104","SW-ROLLOFF-20YD","10/06/2019",42743
"Customer C-34996","SW-COMM-2","2022-06-05",4304
"Customer C-18704","SW-COMM-4YD","07/05/24",16507
"Customer C-33764","SW-COMM-2","12/21/24",10678
"Customer C-35575","SW-RO-40YD","10/17/19",57293
"Customer C-44238","SW-COMM-4","07/14/19",14167
"Customer C-24578","SW-ROLLOFF-30YD","2024-03-09",48710
"Customer C-31921","SW-COMM-2YD","27-Sep-21",10917
"Customer C-40576","SW-ROLLOFF-40YD","05/24/2021",62715
"Customer C-00874","OLD-SVC-7","06-Nov-24",19261
"Customer C-30922","SW-COMM-XX","05/20/2021",17614
"Customer C-23426","SW-FL-2YD","07/23/21",6409
"Customer C-09580","SW-COMM-2YD","04/06/20",11651
"Customer C-25995","SW-ROLLOFF-20YD","2020-10-25",43180
"Customer C-22525","SW-RO-40","06/14/2020",59332
"Customer C-35288","SW-RO-20YD","03/12/2020",44552
"Customer C-23087","SW-RO-30","17-Mar-19",53563
"Customer C-35736","SW-RES-1-W","21-Apr-23",25671
"Customer C-16522","SW-RO-10","08/14/20",31081
"Customer C-26339","OLD-SVC-7","01/20/20",9288
"Customer C-00316","SW-FL-4YD","2019-10-23",13709
"Customer C-08440","SW-RES-1-M","04-Sep-22",45965
"Customer C-26416","SW-COMM-6YD","2022-05-26",14125
"Customer C-00225","SW-RES-1-M","10-Oct-22",57827
"Customer C-15910","SW-ROLLOFF-10YD","08/08/24",29471
"Customer C-33423","NOPE-1","03/04/21",58339
"Customer C-39602","SW-FL-4YD","02/21/2022",9254
"Customer C-07721","LEGACY-CODE","2022-08-10",29154
"Customer C-00628","SW-RO-40","07/03/2019",64918
"Customer C-07741","SW-RO-30YD","2023-01-24",48110
"Customer C-27528","SW-FL-8YD","2019-05-14",17537
"Customer C-36241","SW-RO-10YD","06/27/2019",25914
"Customer C-09797","SW-COMM-8","03/18/22",14662
"Customer C-09007","SW-COMM-2YD","2024-01-23",8818
"Customer C-15546","SW-XX-99YD","02/23/22",64543
"Customer C-04214","SW-RO-20YD","07/05/2023",44635
"Customer C-25049","SW-FL-8YD","2021-06-26",20247
"Customer C-30307","SW-RO-40YD","04/15/2022",58629
"Customer C-03914","LEGACY-CODE","2020-12-21",10940
"Customer C-30355","SW-RO-30","28-May-20",48734
"Customer C-36899","SW-RO-20YD","2021-02-23",44492
"Customer C-38621","SW-RO-30YD","06/13/2024",47784
"Customer C-44490","SW-COMM-8","01/25/2020",13762
"Customer C-29316","SW-RO-40YD","27-Jun-20",61033
"Customer C-34503","SW-COMM-2","20-Jun-24",10240
"Customer C-10197","SW-COMM-4YD","08/07/22",15654
"Customer C-36559","SW-FL-6YD","08/07/2022",12784
"Customer C-15977","SW-RO-20YD","2020-10-23",38764
"Customer C-40026","SW-RO-30","03/26/23",47185
"Customer C-27333","SW-RO-20","2022-12-24",37981
"Customer C-12096","SW-RO-10YD","2021-03-10",27537
"Customer C-08869","SW-COMM-6","01-Aug-20",14317
"Customer C-33224","SW-XX-99YD","12/24/2022",43201
"Customer C-38160","SW-COMM-8","24-Nov-21",21655
"Customer C-11737","SW-COMM-2","11/12/2019",11202
"Customer C-14140","SW-FL-6YD","2022-11-05",11418
"Customer C-42969","SW-ROLLOFF-20YD","10-Oct-24",38857
"Customer C-37719","SW-ROLLOFF-30YD","2020-03-14",47324
"Customer C-31034","SW-COMM-8","01-Dec-23",19638
"Customer C-24002","SW-RO-10YD","2021-10-18",29609
"Customer C-12513","SW-COMM-4","2022-11-05",15310
"Customer C-25209","SW-RO-40YD","01/20/2021",62296
"Customer C-30520","SW-RO-10YD","04/21/2022",30550
"Customer C-24825","SW-COMM-4","13-May-22",15716
"Customer C-06118","SW-RES-1-W","2019-04-18",12403
"Customer C-15732","SW-RO-20YD","02-Nov-22",41937
"Customer C-19415","SW-RO-30YD","05/11/2020",48606
"Customer C-18261","SW-COMM-2YD","06/07/19",8958
"Customer C-06484","SW-COMM-XX","27-Aug-21",7829
"Customer C-42726","SW-ROLLOFF-40YD","2020-03-27",58611
"Customer C-09615","SW-ROLLOFF-10YD","2019-05-27",26698
"Customer C-27775","SW-RO-40YD","21-Dec-20",55564
"Customer C-31422","SW-COMM-2","09/04/2019",11047
"Customer C-12993","SW-RO-30YD","20-Jun-20",53191
"Customer C-38005","SW-COMM-6","06/13/2022",13201
"Customer C-32758","SW-COMM-2YD","2020-10-27",12754
"Customer C-21709","SW-RO-10","2022-07-25",32285
"Customer C-08621","SW-RO-10","06/25/20",26851
"Customer C-14405","SW-RO-30","11/09/2020",45936
"Customer C-36905","SW-RES-1-W","16-Jan-20",40097
"Customer C-01387","LEGACY-CODE","2020-12-19",35197
"Customer C-27845","SW-RO-20","2024-04-08",39380
"Customer C-14276","SW-RO-30","06/15/2022",50373
"Customer C-27016","SW-COMM-6","2022-05-25",17795
"Customer C-25917","OLD-SVC-7","10-Oct-20",12318
"Customer C-38964","SW-RO-20","2023-05-02",43685
"Customer C-41554","NOPE-1","08/12/2020",15131
"Customer C-08546","SW-RO-30YD","2022-01-21",46647
"Customer C-14218","SW-RO-10","01/09/19",30464
"Customer C-16772","SW-ROLLOFF-40YD","2022-10-12",63506
"Customer C-16012","LEGACY-CODE","07-Dec-19",22280
"Customer C-03328","SW-RO-30YD","04/08/2021",45422
"Customer C-18512","SW-RES-1-W","07/17/2020",33873
"Customer C-12701","SW-RO-30","2021-01-18",53810
"Customer C-11021","SW-COMM-6YD","03/05/2021",11799
"Customer C-00457","SW-RO-10","2019-02-17",28721
"Customer C-16655","SW-FL-6YD","01/18/22",12081
"Customer C-12511","SW-RO-40YD","2023-01-04",61923
"Customer C-12247","SW-RES-1-BW","2020-07-13",52048
"Customer C-24915","SW-ROLLOFF-10YD","01/13/2022",29005
"Customer C-31132","SW-FL-2YD","04/08/21",5835
"Customer C-16632","SW-COMM-6YD","13-Jul-20",13355
"Customer C-37640","SW-RES-1-W","04/10/2020",44020
"Customer C-02980","SW-COMM-8YD","12/06/2022",14358
"Customer C-37148","SW-RO-40","2024-03-14",64353
"Customer C-34607","SW-COMM-XX","2024-04-03",52351
"Customer C-33216","SW-ROLLOFF-20YD","01/21/2021",35853
"Customer C-24585","SW-RES-1-M","02/18/2022",60954
"Customer C-27049","SW-RO-10YD","2024-06-25",29395
"Customer C-07547","SW-COMM-6YD","05/25/2021",16936
"Customer C-32791","SW-COMM-2","09/17/2019",8709
"Customer C-44386","SW-RO-10","12/14/2024",31714
"Customer C-07223","SW-RES-1-BW","2022-02-19",54686
"Customer C-12984","SW-FL-6YD","2022-05-24",13568
"Customer C-12417","SW-RO-10YD","03/07/2020",28673
"Customer C-43494","SW-RO-40","2022-12-05",58368
"Customer C-11870","SW-RO-10YD","03/06/2021",30818
"Customer C-01019","SW-RO-40","05/11/21",59776
"Customer C-21285","SW-COMM-8","05/05/2022",15327
"Customer C-28321","SW-COMM-6YD","06/28/24",19618
"Customer C-31446","SW-COMM-6","27-Mar-24",12856
"Customer C-04296","SW-FL-4YD","06/28/2020",13719
"Customer C-39054","SW-RO-40","10/11/19",57109
"Customer C-20148","SW-RO-20YD","10/22/21",38082
"Customer C-36542","SW-COMM-4","2024-03-27",11093
"Customer C-03929","SW-COMM-4YD","12/09/2024",11161
"Customer C-03167","SW-FL-2YD","2021-04-09",4289
"Customer C-20710","SW-ROLLOFF-40YD","2021-11-02",59836
"Customer C-17032","SW-RES-1-M","2023-09-15",16279
"Customer C-23434","SW-COMM-8","12/13/20",22216
"Customer C-27076","SW-COMM-2","08/10/2021",12187
"Customer C-36134","SW-COMM-8","13-Feb-22",17346
"Customer C-41574","SW-RO-40","12/12/2021",55722
"Customer C-13005","SW-FL-4YD","09/25/2024",8353
"Customer C-04519","SW-COMM-2","10/12/19",11847
"Customer C-02588","SW-RO-30YD","02-Dec-24",46311
"Customer C-25549","SW-COMM-4YD","2020-10-22",9861
"Customer C-22625","SW-FL-6YD","08/12/2024",10476
"Customer C-21661","SW-ROLLOFF-30YD","12/27/2024",47664
"Customer C-21140","SW-COMM-6YD","2023-12-22",11668
"Customer C-23645","LEGACY-CODE","05/23/2021",18404
"Customer C-14456","SW-FL-8YD","2023-10-04",19162
"Customer C-44814","SW-RO-40YD","2023-03-26",60048
"Customer C-08767","SW-RES-1-M","08-May-21",58850
"Customer C-04294","SW-ROLLOFF-40YD","14-Nov-23",63575
"Customer C-44336","SW-COMM-2YD","07/14/2020",5532
"Customer C-23532","SW-RES-1-W","2019-01-15",57949
"Customer C-39686","SW-RO-30YD","05/23/2020",54842
"Customer C-07996","SW-RO-30","2024-04-05",50253
"Customer C-03004","SW-ROLLOFF-30YD","03/04/2023",49512
"Customer C-40917","SW-RO-40","05-Nov-24",58716
"Customer C-01335","SW-COMM-XX","2023-04-08",32882
"Customer C-17768","SW-ROLLOFF-20YD","08/07/2020",37861
"Customer C-16873","SW-COMM-4YD","2022-06-11",15020
"Customer C-34633","SW-RO-20YD","2021-10-07",43525
"Customer C-33698","SW-COMM-6","11/18/2020",18590
"Customer C-43340","SW-ROLLOFF-20YD","28-Jul-23",38509
"Customer C-33205","SW-FL-2YD","07/12/2024",4261
"Customer C-33151","SW-RO-20","08/26/2021",39101
"Customer C-17655","SW-COMM-4","19-Sep-22",14458
"Customer C-44804","SW-RO-30","06/25/23",47770
"Customer C-09105","SW-COMM-6YD","09/18/2021",15826
"Customer C-09757","SW-ROLLOFF-20YD","09-Dec-24",40719
"Customer C-34796","SW-FL-4YD","05/04/2022",11315
"Customer C-11236","SW-RO-40","01-Feb-23",61827
"Customer C-23224","NOPE-1","07/24/19",56481
"Customer C-41030","SW-FL-6YD","02/24/2024",12750
"Customer C-03682","SW-RO-20YD","2022-06-02",38379
"Customer C-24680","LEGACY-CODE","10/10/2024",14173
"Customer C-13164","SW-RO-40YD","03/03/2019",56397
"Customer C-15803","SW-ROLLOFF-20YD","2022-11-22",44227
"Customer C-43464","SW-ROLLOFF-40YD","08/14/21",63473
"Customer C-25959","SW-COMM-6","2019-09-26",18692
